,note0,note1,note2,note3,time
193,9,6,2,2,0
194,9,6,0,2,0
195,9,6,0,2,0
196,11,6,11,3,0
197,11,6,11,3,0
198,9,6,11,3,0
199,9,6,11,3,0
200,7,4,11,4,0
201,7,4,11,4,0
202,7,4,11,4,0
203,7,4,11,4,0
204,6,3,11,11,0
205,6,3,11,11,0
206,6,3,11,11,0
207,6,3,11,11,0
208,2,6,11,11,0
209,2,6,11,11,0
210,2,8,11,11,0
211,2,8,11,11,0
212,1,9,4,1,0
213,1,9,4,1,0
214,1,9,4,2,0
215,1,9,4,2,0
216,11,7,4,4,0
217,11,7,4,4,0
218,11,7,4,2,0
219,11,7,4,2,0
220,9,7,4,1,0
221,9,7,4,1,0
222,9,7,4,9,0
223,9,7,4,9,0
224,11,6,2,2,0
225,11,6,2,2,0
226,9,4,9,1,0
227,9,4,9,1,0
228,7,2,11,11,0
229,7,2,11,11,0
230,6,2,11,7,0
231,6,2,11,7,0
232,4,1,4,9,0
233,4,1,4,9,0
234,4,1,9,9,0
235,4,1,9,9,0
236,2,9,6,2,0
237,2,9,6,2,0
238,2,9,6,2,0
239,2,9,6,2,0
240,2,9,6,2,0
241,2,9,6,2,0
242,2,9,6,2,0
243,2,9,6,2,0
0,0,0,0,0,5
0,1,8,1,5,0
1,1,8,1,5,0
2,1,8,1,5,0
3,1,8,1,5,0
4,9,6,1,6,0
5,9,6,1,6,0
6,9,6,1,6,0
7,9,6,1,6,0
8,11,4,11,8,0
9,11,4,11,8,0
10,11,4,11,8,0
11,11,4,11,8,0
12,1,4,9,9,0
13,1,4,9,9,0
14,2,4,9,9,0
15,2,4,9,9,0
16,4,4,9,1,0
17,4,4,9,1,0
18,4,4,9,1,0
19,4,4,9,1,0
20,2,6,9,11,0
21,2,6,9,11,0
22,2,6,9,11,0
23,2,6,9,11,0
24,2,4,8,4,0
25,2,4,8,4,0
26,2,4,8,4,0
27,2,4,8,4,0
28,1,4,9,9,0
29,1,4,9,9,0
30,1,4,9,9,0
31,1,4,9,9,0
32,1,9,4,9,0
33,1,9,4,9,0
34,2,9,4,9,0
35,2,9,4,9,0
36,4,9,4,1,0
37,4,9,4,1,0
38,4,8,4,1,0
39,4,8,4,1,0
40,4,9,4,1,0
41,4,9,4,1,0
42,4,9,4,2,0
43,4,9,4,2,0
44,11,8,4,4,0
45,11,8,4,4,0
46,11,6,4,4,0
47,11,6,4,4,0
48,1,6,8,1,0
49,1,6,8,1,0
50,1,4,8,1,0
51,1,4,8,1,0
52,9,4,6,6,0
53,9,4,6,6,0
54,9,4,8,6,0
55,9,4,8,6,0
56,9,3,9,6,0
57,9,3,9,6,0
58,9,3,9,6,0
59,9,3,9,6,0
60,8,4,11,4,0
61,8,4,11,4,0
62,8,4,11,4,0
63,8,4,11,4,0
64,4,4,8,4,0
65,4,4,8,4,0
66,4,2,8,4,0
67,4,2,8,4,0
68,9,1,1,6,0
69,9,1,1,6,0
70,9,1,1,6,0
71,9,1,1,6,0
72,11,4,11,8,0
73,11,4,11,8,0
74,11,4,11,8,0
75,11,4,11,8,0
76,1,4,9,9,0
77,1,4,9,9,0
78,2,4,9,9,0
79,4,4,9,9,0
80,2,9,6,2,0
81,2,9,6,2,0
82,1,9,6,2,0
83,1,9,6,2,0
84,11,8,11,4,0
85,11,8,11,4,0
86,11,8,11,4,0
87,11,8,11,4,0
88,11,8,11,4,0
89,11,8,11,4,0
90,11,8,11,4,0
91,11,8,11,4,0
92,11,8,11,4,0
93,11,8,11,4,0
94,11,8,11,4,0
95,11,8,11,4,0
96,1,8,8,5,0
97,1,8,8,5,0
98,1,8,8,5,0
99,1,8,8,5,0
100,9,8,1,6,0
101,9,8,1,6,0
102,9,6,1,6,0
103,9,6,1,6,0
104,11,6,11,8,0
105,11,6,11,8,0
106,11,4,11,8,0
107,11,4,11,8,0
108,1,4,9,9,0
109,1,4,9,9,0
110,2,4,11,9,0
111,2,4,11,9,0
112,4,6,1,10,0
113,4,6,1,10,0
114,4,6,1,10,0
115,4,6,1,10,0
116,2,6,1,11,0
117,2,6,1,11,0
118,2,6,1,11,0
119,2,6,1,11,0
120,2,6,11,11,0
121,2,6,11,11,0
122,2,6,11,11,0
123,2,6,11,11,0
124,1,6,10,6,0
125,1,6,10,6,0
126,1,6,10,6,0
127,1,6,10,6,0
128,1,4,9,9,0
129,1,4,9,9,0
130,2,4,9,9,0
131,2,4,9,9,0
132,4,4,11,8,0
133,4,4,11,8,0
134,4,6,11,8,0
135,4,6,11,8,0
136,4,8,11,6,0
137,4,8,11,6,0
138,4,8,11,4,0
139,4,8,11,4,0
140,11,6,11,3,0
141,11,6,11,3,0
142,11,6,9,3,0
143,11,6,9,3,0
144,1,4,8,4,0
145,1,4,8,4,0
146,1,4,8,4,0
147,1,4,8,4,0
148,9,6,1,4,0
149,9,6,1,4,0
150,9,6,1,4,0
151,9,6,1,4,0
152,9,6,11,3,0
153,9,6,11,3,0
154,9,6,11,3,0
155,9,6,11,3,0
156,8,4,11,4,0
157,8,4,11,4,0
158,8,4,11,4,0
159,8,4,11,4,0
160,4,8,11,4,0
161,4,8,11,4,0
162,4,8,11,2,0
163,4,8,11,2,0
164,9,9,4,1,0
165,9,9,4,1,0
166,9,9,4,1,0
167,9,9,4,1,0
168,11,9,2,11,0
169,11,9,2,11,0
170,11,8,2,11,0
171,11,8,2,11,0
172,1,9,4,9,0
173,1,9,4,9,0
174,1,9,4,7,0
175,1,9,4,7,0
176,2,9,2,7,0
177,2,9,2,7,0
178,2,9,2,6,0
179,2,9,2,6,0
180,1,9,4,4,0
181,1,9,4,4,0
182,1,9,6,3,0
183,1,9,6,3,0
184,11,9,11,4,0
185,11,9,1,4,0
186,11,8,2,4,0
187,11,8,2,4,0
188,9,4,1,9,0
189,9,4,1,9,0
190,9,4,1,9,0
191,9,4,1,9,0
192,9,4,1,9,0
193,9,4,1,9,0
194,9,4,1,9,0
195,9,4,1,9,0
0,0,0,0,0,5
0,5,9,0,5,0
1,5,9,0,5,0
2,5,9,0,5,0
3,5,9,0,5,0
4,5,9,0,5,0
5,5,9,0,5,0
6,5,9,0,5,0
7,5,9,0,5,0
8,5,10,1,10,0
9,5,10,1,10,0
10,5,10,1,10,0
11,5,10,1,10,0
12,5,0,0,8,0
13,5,0,0,8,0
14,5,0,1,8,0
15,5,0,1,8,0
16,3,10,3,6,0
17,3,10,3,6,0
18,3,10,5,6,0
19,3,10,5,6,0
20,1,10,6,5,0
21,1,10,6,5,0
22,1,10,6,3,0
23,1,10,6,3,0
24,0,9,0,5,0
25,0,9,0,5,0
26,0,9,0,5,0
27,0,9,0,5,0
28,0,9,0,5,0
29,0,9,0,5,0
30,0,9,0,5,0
31,0,9,0,5,0
32,1,5,10,10,0
33,1,5,10,10,0
34,1,5,10,10,0
35,1,5,10,10,0
36,3,6,10,6,0
37,3,6,10,6,0
38,3,6,10,6,0
39,3,6,10,6,0
40,5,8,11,2,0
41,5,8,11,2,0
42,5,8,11,2,0
43,5,8,11,2,0
44,5,8,10,2,0
45,5,8,10,2,0
46,5,8,10,2,0
47,5,8,10,2,0
48,3,6,10,3,0
49,3,6,10,3,0
50,3,6,10,3,0
51,3,6,10,3,0
52,1,5,10,10,0
53,1,5,10,10,0
54,1,5,10,10,0
55,1,5,10,10,0
56,0,5,9,5,0
57,0,5,9,5,0
58,0,5,9,5,0
59,0,5,9,5,0
60,0,5,9,5,0
61,0,5,9,5,0
62,0,5,9,5,0
63,0,5,9,5,0
64,10,5,1,10,0
65,10,5,1,10,0
66,10,5,1,10,0
67,10,5,1,10,0
68,0,5,0,9,0
69,0,5,0,9,0
70,0,5,0,9,0
71,0,5,0,9,0
72,1,5,10,10,0
73,1,5,10,10,0
74,1,5,0,10,0
75,1,5,0,10,0
76,10,6,1,6,0
77,10,6,1,6,0
78,10,6,3,6,0
79,10,6,3,6,0
80,10,5,5,2,0
81,10,5,5,2,0
82,8,5,10,2,0
83,8,5,10,2,0
84,6,3,10,3,0
85,6,3,10,3,0
86,6,3,10,3,0
87,6,3,10,3,0
88,5,2,10,10,0
89,5,2,10,10,0
90,5,2,10,10,0
91,5,2,10,10,0
92,5,2,10,10,0
93,5,2,10,10,0
94,5,2,10,10,0
95,5,2,10,10,0
96,6,3,10,3,0
97,6,3,10,3,0
98,6,3,10,3,0
99,6,3,10,3,0
100,8,3,11,11,0
101,8,3,11,11,0
102,8,3,11,11,0
103,8,3,11,11,0
104,10,4,1,7,0
105,10,4,1,7,0
106,10,4,1,7,0
107,10,4,1,7,0
108,10,4,1,7,0
109,10,4,1,7,0
110,10,4,1,7,0
111,10,4,1,7,0
112,8,3,11,8,0
113,8,3,11,8,0
114,8,3,1,8,0
115,8,3,1,8,0
116,6,3,3,9,0
117,6,3,3,9,0
118,6,3,3,9,0
119,6,3,3,9,0
120,5,2,10,10,0
121,5,2,10,10,0
122,5,2,10,10,0
123,5,2,10,10,0
124,5,2,10,10,0
125,5,2,10,10,0
126,5,2,10,10,0
127,5,2,10,10,0
128,10,5,1,10,0
129,10,5,1,10,0
130,10,5,1,10,0
131,10,5,1,10,0
132,9,3,0,0,0
133,9,3,0,0,0
134,9,3,0,0,0
135,9,3,0,0,0
136,10,5,10,1,0
137,10,5,10,1,0
138,10,5,10,1,0
139,10,5,10,1,0
140,0,6,10,3,0
141,0,6,10,3,0
142,0,6,10,3,0
143,0,6,10,3,0
144,1,5,10,5,0
145,1,5,10,5,0
146,1,5,8,5,0
147,1,5,8,5,0
148,0,5,1,1,0
149,0,5,1,1,0
150,10,5,1,1,0
151,10,5,1,1,0
152,10,6,1,6,0
153,10,6,1,6,0
154,10,6,1,6,0
155,10,6,1,6,0
156,10,6,1,6,0
157,10,6,1,6,0
158,10,6,1,6,0
159,10,6,1,6,0
160,1,8,5,5,0
161,1,8,5,5,0
162,1,8,5,5,0
163,1,8,5,5,0
164,3,8,0,8,0
165,3,8,0,8,0
166,3,8,0,8,0
167,3,8,0,8,0
168,5,8,1,1,0
169,5,8,1,1,0
170,5,8,1,0,0
171,5,8,1,0,0
172,5,10,1,10,0
173,5,10,1,10,0
174,5,10,1,8,0
175,5,10,1,8,0
176,3,10,3,6,0
177,3,10,3,6,0
178,3,10,5,6,0
179,3,10,5,6,0
180,1,10,6,5,0
181,1,10,6,5,0
182,0,10,6,3,0
183,0,10,6,3,0
184,0,9,5,5,0
185,0,9,5,5,0
186,0,9,5,5,0
187,0,9,5,5,0
188,0,9,5,5,0
189,0,9,5,5,0
190,0,9,5,5,0
191,0,9,5,5,0
192,10,5,10,1,0
193,10,5,10,1,0
194,10,5,10,1,0
195,10,5,10,1,0
196,0,5,9,5,0
197,0,5,9,5,0
198,0,5,9,5,0
199,0,5,9,5,0
200,1,5,10,10,0
201,1,5,10,10,0
202,0,5,0,8,0
203,0,5,0,8,0
204,10,6,1,6,0
205,10,6,1,6,0
206,10,6,3,6,0
207,10,6,3,6,0
208,10,5,5,2,0
209,10,5,5,2,0
210,8,5,10,2,0
211,8,5,10,2,0
212,6,3,10,3,0
213,6,3,10,3,0
214,6,3,10,3,0
215,6,3,10,3,0
216,5,2,10,10,0
217,5,2,10,10,0
218,5,2,10,10,0
219,5,2,10,10,0
220,5,2,10,10,0
221,5,2,10,10,0
222,5,2,10,10,0
223,5,2,10,10,0
224,6,3,10,3,0
225,6,3,10,3,0
226,6,3,10,3,0
227,6,3,10,3,0
228,8,5,1,1,0
229,8,5,1,1,0
230,8,5,1,1,0
231,8,5,1,1,0
232,10,6,1,6,0
233,10,6,1,6,0
234,10,6,1,8,0
235,10,6,1,8,0
236,10,6,1,10,0
237,10,6,1,10,0
238,10,6,1,11,0
239,10,6,1,11,0
240,8,5,1,1,0
241,8,5,1,1,0
242,8,5,11,1,0
243,8,5,11,1,0
244,6,3,10,3,0
245,6,3,10,3,0
246,6,3,10,3,0
247,6,3,10,3,0
248,5,3,9,5,0
249,5,3,9,5,0
250,5,3,9,5,0
251,5,3,9,5,0
252,5,1,10,5,0
253,5,1,10,5,0
254,5,1,10,5,0
255,5,1,10,5,0
256,5,0,9,5,0
257,5,0,9,5,0
258,5,0,9,5,0
259,5,0,9,5,0
260,5,0,9,5,0
261,5,0,9,5,0
262,5,0,9,5,0
263,5,0,9,5,0
264,5,0,9,5,0
265,5,0,9,5,0
266,5,0,9,5,0
267,5,0,9,5,0
268,5,0,9,5,0
269,5,0,9,5,0
270,5,0,9,5,0
271,5,0,9,5,0
0,0,0,0,0,5
0,6,2,11,11,0
1,6,2,11,11,0
2,6,2,11,9,0
3,6,2,11,9,0
4,11,2,11,7,0
5,11,2,11,7,0
6,11,4,1,7,0
7,11,4,1,7,0
8,9,6,2,6,0
9,9,6,2,6,0
10,9,6,2,6,0
11,9,6,2,6,0
12,7,11,2,4,0
13,7,11,2,4,0
14,7,1,1,4,0
15,7,1,1,4,0
16,6,2,1,2,0
17,6,2,1,2,0
18,6,2,11,2,0
19,6,2,11,2,0
20,4,2,11,7,0
21,4,2,11,7,0
22,4,2,10,7,0
23,4,2,10,7,0
24,4,1,11,7,0
25,4,1,11,7,0
26,4,11,11,7,0
27,4,11,11,7,0
28,6,1,10,6,0
29,6,1,10,6,0
30,6,1,10,6,0
31,6,1,10,6,0
32,1,6,10,6,0
33,1,6,10,6,0
34,1,6,10,6,0
35,1,6,10,6,0
36,2,6,11,11,0
37,2,6,11,11,0
38,2,6,11,1,0
39,2,6,11,1,0
40,2,6,11,2,0
41,2,6,11,2,0
42,2,6,11,4,0
43,2,6,11,4,0
44,1,6,11,6,0
45,1,6,11,6,0
46,11,6,11,6,0
47,11,6,11,6,0
48,1,6,10,6,0
49,1,6,10,6,0
50,1,4,10,6,0
51,1,4,10,6,0
52,11,2,6,11,0
53,11,2,6,11,0
54,11,2,6,11,0
55,11,2,6,11,0
56,11,2,6,11,0
57,11,2,6,11,0
58,11,2,6,11,0
59,11,2,6,11,0
60,11,2,6,11,0
61,11,2,6,11,0
62,11,2,6,11,0
63,11,2,6,11,0
64,6,2,11,11,0
65,6,2,11,11,0
66,6,2,11,9,0
67,6,2,11,9,0
68,11,2,11,7,0
69,11,2,11,7,0
70,11,4,1,7,0
71,11,4,1,7,0
72,9,6,2,6,0
73,9,6,2,6,0
74,9,6,2,6,0
75,9,6,2,6,0
76,7,11,2,4,0
77,7,11,2,4,0
78,7,1,1,4,0
79,7,1,1,4,0
80,6,2,1,2,0
81,6,2,1,2,0
82,6,2,11,2,0
83,6,2,11,2,0
84,4,2,11,7,0
85,4,2,11,7,0
86,4,2,10,7,0
87,4,2,10,7,0
88,4,1,11,7,0
89,4,1,11,7,0
90,4,11,11,7,0
91,4,11,11,7,0
92,6,1,10,6,0
93,6,1,10,6,0
94,6,1,10,6,0
95,6,1,10,6,0
96,1,6,10,6,0
97,1,6,10,6,0
98,1,6,10,6,0
99,1,6,10,6,0
100,2,6,11,11,0
101,2,6,11,11,0
102,2,6,11,1,0
103,2,6,11,1,0
104,2,6,11,2,0
105,2,6,11,2,0
106,2,6,11,4,0
107,2,6,11,4,0
108,1,6,11,6,0
109,1,6,11,6,0
110,11,6,11,6,0
111,11,6,11,6,0
112,1,6,10,6,0
113,1,6,10,6,0
114,1,4,10,6,0
115,1,4,10,6,0
116,11,2,6,11,0
117,11,2,6,11,0
118,11,2,6,11,0
119,11,2,6,11,0
120,11,2,6,11,0
121,11,2,6,11,0
122,11,2,6,11,0
123,11,2,6,11,0
124,11,2,6,11,0
125,11,2,6,11,0
126,11,2,6,11,0
127,11,2,6,11,0
128,2,6,11,11,0
129,2,6,11,11,0
130,2,6,9,11,0
131,2,6,9,11,0
132,1,4,7,4,0
133,1,4,7,4,0
134,11,4,7,4,0
135,11,4,7,4,0
136,9,4,9,6,0
137,9,4,9,6,0
138,9,2,9,6,0
139,9,2,9,6,0
140,11,2,7,7,0
141,11,2,7,7,0
142,11,2,11,7,0
143,11,2,11,7,0
144,1,7,4,6,0
145,1,7,4,6,0
146,1,7,4,4,0
147,1,7,4,4,0
148,2,9,2,6,0
149,2,9,2,6,0
150,2,9,0,6,0
151,2,9,0,6,0
152,2,7,11,7,0
153,2,7,11,7,0
154,2,7,11,7,0
155,2,7,11,7,0
156,2,6,9,2,0
157,2,6,9,2,0
158,2,6,9,2,0
159,2,6,9,2,0
160,9,6,2,2,0
161,9,6,2,2,0
162,9,6,0,2,0
163,9,6,0,2,0
164,11,6,11,7,0
165,11,6,11,7,0
166,11,4,11,7,0
167,11,4,11,7,0
168,9,4,0,6,0
169,9,4,0,6,0
170,9,3,11,6,0
171,9,3,11,6,0
172,7,4,11,4,0
173,7,4,11,4,0
174,6,4,11,7,0
175,6,4,11,7,0
176,7,4,11,6,0
177,7,4,11,6,0
178,7,4,11,4,0
179,7,4,11,4,0
180,6,3,11,11,0
181,6,3,11,11,0
182,6,3,11,11,0
183,6,3,11,11,0
184,6,3,11,11,0
185,6,3,11,11,0
186,6,3,11,11,0
187,6,3,11,11,0
188,6,3,11,11,0
189,6,3,11,11,0
190,6,3,11,11,0
191,6,3,11,11,0
192,2,4,11,8,0
193,2,4,11,8,0
194,2,4,11,8,0
195,2,4,11,8,0
196,1,4,9,9,0
197,1,4,9,9,0
198,2,4,9,11,0
199,2,4,9,11,0
200,4,4,9,1,0
201,4,4,9,1,0
202,4,4,8,1,0
203,4,4,8,1,0
204,2,6,9,6,0
205,2,6,9,6,0
206,2,4,11,7,0
207,2,4,11,7,0
208,1,4,1,9,0
209,1,4,1,9,0
210,1,8,1,9,0
211,1,8,1,9,0
212,11,6,2,2,0
213,11,6,2,2,0
214,11,6,11,2,0
215,11,6,11,2,0
216,11,4,8,4,0
217,11,4,8,4,0
218,11,4,8,4,0
219,11,4,8,4,0
220,1,4,9,9,0
221,1,4,9,9,0
222,1,4,9,9,0
223,1,4,9,9,0
224,6,2,9,2,0
225,6,2,9,2,0
226,6,2,9,1,0
227,6,2,9,1,0
228,7,2,11,11,0
229,7,2,11,11,0
230,7,2,11,1,0
231,7,2,11,1,0
232,6,2,9,2,0
233,6,2,9,2,0
234,6,2,9,2,0
235,6,2,9,2,0
236,4,4,9,2,0
237,4,4,9,2,0
238,4,4,9,1,0
239,4,4,9,1,0
240,9,4,1,11,0
241,9,4,1,11,0
242,9,4,1,1,0
243,9,4,1,1,0
244,6,4,1,2,0
245,6,4,1,2,0
246,6,4,10,1,0
247,6,4,10,1,0
248,6,2,11,11,0
249,6,2,11,11,0
250,6,2,8,11,0
251,6,2,8,11,0
252,6,1,10,6,0
253,6,1,10,6,0
254,6,1,10,6,0
255,6,1,10,6,0
256,6,1,10,6,0
257,6,1,10,6,0
258,6,1,10,6,0
259,6,1,10,6,0
0,0,0,0,0,5
0,5,0,9,5,0
1,5,0,9,5,0
2,5,0,9,5,0
3,5,0,9,5,0
4,0,0,7,4,0
5,0,0,7,4,0
6,10,0,7,4,0
7,10,0,7,4,0
8,9,0,5,5,0
9,9,0,5,5,0
10,7,0,7,4,0
11,7,0,7,4,0
12,5,2,9,2,0
13,5,2,9,2,0
14,5,4,10,2,0
15,5,4,10,2,0
16,0,5,0,9,0
17,0,5,0,9,0
18,0,5,0,9,0
19,0,5,0,9,0
20,2,5,0,10,0
21,2,5,0,10,0
22,2,5,10,0,0
23,2,5,9,0,0
24,2,5,10,2,0
25,2,5,10,2,0
26,2,5,10,4,0
27,2,5,10,4,0
28,0,5,9,5,0
29,0,5,9,5,0
30,0,5,9,5,0
31,0,5,9,5,0
32,0,7,0,4,0
33,0,7,0,4,0
34,0,7,0,4,0
35,0,7,0,4,0
36,2,9,0,5,0
37,2,9,0,5,0
38,2,9,0,5,0
39,2,9,0,5,0
40,4,7,11,7,0
41,4,7,11,7,0
42,4,7,11,7,0
43,4,7,11,7,0
44,5,5,0,9,0
45,5,5,0,9,0
46,5,7,2,10,0
47,5,7,2,10,0
48,4,7,4,0,0
49,4,7,4,0,0
50,4,7,7,4,0
51,4,7,7,4,0
52,2,5,9,5,0
53,2,5,9,5,0
54,2,5,2,2,0
55,2,5,2,2,0
56,2,5,11,7,0
57,2,5,11,7,0
58,2,5,11,7,0
59,2,5,11,7,0
60,0,4,0,0,0
61,0,4,0,0,0
62,0,4,0,0,0
63,0,4,0,0,0
64,9,5,0,5,0
65,9,5,0,5,0
66,9,5,0,5,0
67,9,5,0,5,0
68,2,5,10,10,0
69,2,5,10,10,0
70,2,5,9,10,0
71,2,5,9,10,0
72,0,4,7,0,0
73,0,4,7,0,0
74,0,4,7,0,0
75,0,4,7,0,0
76,10,5,2,2,0
77,10,5,2,2,0
78,10,7,0,4,0
79,10,7,0,4,0
80,9,5,0,5,0
81,9,5,0,5,0
82,9,5,0,10,0
83,9,5,0,10,0
84,7,5,0,0,0
85,7,5,0,0,0
86,7,5,0,0,0
87,7,5,0,0,0
88,7,4,0,0,0
89,7,4,0,0,0
90,7,4,0,0,0
91,7,4,0,0,0
92,5,5,0,5,0
93,5,5,0,5,0
94,5,5,0,5,0
95,5,5,0,5,0
96,5,5,0,5,0
97,5,5,0,5,0
98,5,5,0,5,0
99,5,5,0,5,0
100,0,7,0,4,0
101,0,7,0,4,0
102,0,7,0,4,0
103,0,7,0,4,0
104,0,7,0,4,0
105,0,7,0,4,0
106,0,7,0,4,0
107,0,7,0,4,0
108,9,9,0,5,0
109,9,9,0,5,0
110,9,9,0,5,0
111,9,9,0,5,0
112,9,9,0,5,0
113,9,9,0,5,0
114,9,9,0,5,0
115,9,9,0,5,0
116,0,7,0,0,0
117,0,7,0,0,0
118,0,7,0,0,0
119,0,7,0,0,0
120,0,7,0,0,0
121,0,7,0,0,0
122,0,7,0,0,0
123,0,7,0,0,0
124,9,5,0,5,0
125,9,5,0,5,0
126,9,5,0,5,0
127,9,5,0,5,0
128,9,5,0,5,0
129,9,5,0,5,0
130,9,5,0,5,0
131,9,5,0,5,0
132,9,5,0,5,0
133,9,5,0,5,0
134,9,5,0,7,0
135,9,5,0,7,0
136,9,5,0,9,0
137,9,5,0,9,0
138,9,5,0,10,0
139,9,5,0,10,0
140,7,4,0,0,0
141,7,4,0,0,0
142,7,2,0,2,0
143,7,2,0,2,0
144,7,0,0,4,0
145,7,0,0,4,0
146,7,0,10,0,0
147,7,0,10,0,0
148,9,0,9,5,0
149,9,0,9,5,0
150,9,0,10,7,0
151,9,0,10,7,0
152,9,0,0,9,0
153,9,0,0,9,0
154,9,2,0,10,0
155,9,2,0,10,0
156,7,4,0,0,0
157,7,4,0,0,0
158,7,4,0,10,0
159,7,4,0,10,0
160,7,4,0,9,0
161,7,4,0,9,0
162,7,4,0,7,0
163,7,4,0,7,0
164,9,5,0,5,0
165,9,5,0,5,0
166,9,5,0,4,0
167,9,5,0,4,0
168,9,5,2,2,0
169,9,5,2,2,0
170,9,5,2,0,0
171,9,5,2,0,0
172,7,5,2,10,0
173,7,5,2,10,0
174,7,5,2,7,0
175,7,5,2,7,0
176,7,4,0,0,0
177,7,4,0,0,0
178,7,4,10,0,0
179,7,4,10,0,0
180,5,5,9,5,0
181,5,5,9,5,0
182,5,5,9,5,0
183,5,5,9,5,0
184,5,5,9,5,0
185,5,5,9,5,0
186,5,5,9,5,0
187,5,5,9,5,0
188,5,9,2,2,0
189,5,9,2,2,0
190,5,9,0,5,0
191,5,9,0,5,0
192,4,7,10,7,0
193,4,7,10,7,0
194,4,7,10,9,0
195,4,7,10,9,0
196,2,5,10,10,0
197,2,5,10,10,0
198,2,5,9,10,0
199,2,5,9,10,0
200,0,4,7,0,0
201,0,4,7,0,0
202,0,4,7,0,0
203,0,4,7,0,0
204,10,2,5,2,0
205,10,2,5,2,0
206,10,2,7,4,0
207,10,2,7,4,0
208,9,0,9,5,0
209,9,0,9,5,0
210,9,0,0,9,0
211,9,0,0,9,0
212,7,2,10,10,0
213,7,2,10,10,0
214,7,2,10,7,0
215,7,2,9,7,0
216,7,0,7,0,0
217,7,0,7,0,0
218,7,0,7,0,0
219,7,0,7,0,0
220,5,0,9,5,0
221,5,0,9,5,0
222,5,0,9,5,0
223,5,0,9,5,0
224,5,0,9,5,0
225,5,0,9,5,0
226,5,0,9,5,0
227,5,0,9,5,0
0,0,0,0,0,5
0,1,6,10,6,0
1,1,6,10,6,0
2,1,6,10,6,0
3,1,6,10,6,0
4,2,6,11,11,0
5,2,6,11,11,0
6,2,6,11,11,0
7,2,6,11,11,0
8,1,6,1,9,0
9,1,6,1,9,0
10,1,6,2,9,0
11,1,6,2,9,0
12,11,7,4,7,0
13,11,7,4,7,0
14,11,7,4,7,0
15,11,7,4,7,0
16,1,9,9,6,0
17,1,9,9,6,0
18,2,9,9,6,0
19,2,9,9,6,0
20,4,7,11,4,0
21,4,7,11,4,0
22,4,7,1,4,0
23,4,7,1,4,0
24,6,6,2,2,0
25,6,6,2,2,0
26,6,8,2,2,0
27,6,8,2,2,0
28,4,10,4,1,0
29,4,10,4,1,0
30,4,10,4,1,0
31,4,10,4,1,0
32,2,11,6,11,0
33,2,11,6,11,0
34,2,11,6,11,0
35,2,11,6,11,0
36,1,10,6,6,0
37,1,10,6,6,0
38,1,10,6,6,0
39,1,10,6,6,0
40,1,10,6,6,0
41,1,10,6,6,0
42,1,10,6,6,0
43,1,10,6,6,0
44,12,12,12,12,0
45,12,12,12,12,0
46,12,12,12,12,0
47,12,12,12,12,0
48,4,1,6,10,0
49,4,1,6,10,0
50,4,1,6,10,0
51,4,1,6,10,0
52,2,11,6,11,0
53,2,11,6,11,0
54,2,9,6,11,0
55,2,9,6,11,0
56,1,7,4,4,0
57,1,7,4,4,0
58,1,7,4,4,0
59,1,7,4,4,0
60,2,9,2,6,0
61,2,9,2,6,0
62,2,9,2,6,0
63,2,9,2,6,0
64,11,7,2,7,0
65,11,7,2,7,0
66,11,6,2,7,0
67,11,6,2,7,0
68,9,4,4,1,0
69,9,4,4,1,0
70,9,4,4,1,0
71,9,4,4,1,0
72,6,2,9,2,0
73,6,2,9,2,0
74,7,4,11,2,0
75,7,4,11,2,0
76,9,6,0,3,0
77,9,6,0,3,0
78,9,6,0,3,0
79,9,6,0,3,0
80,7,4,11,4,0
81,7,4,11,4,0
82,7,2,11,4,0
83,7,2,11,4,0
84,6,1,10,6,0
85,6,1,10,6,0
86,6,1,10,6,0
87,6,1,10,6,0
88,6,1,10,6,0
89,6,1,10,6,0
90,6,1,10,6,0
91,6,1,10,6,0
92,6,1,10,6,0
93,6,1,10,6,0
94,6,1,10,6,0
95,6,1,10,6,0
96,1,6,10,6,0
97,1,6,10,6,0
98,1,6,10,6,0
99,1,6,10,6,0
100,2,6,11,11,0
101,2,6,11,11,0
102,2,6,11,11,0
103,2,6,11,11,0
104,1,6,1,9,0
105,1,6,1,9,0
106,1,6,2,9,0
107,1,6,2,9,0
108,11,7,4,7,0
109,11,7,4,7,0
110,11,7,4,7,0
111,11,7,4,7,0
112,1,9,9,6,0
113,1,9,9,6,0
114,2,9,9,6,0
115,2,9,9,6,0
116,4,7,11,4,0
117,4,7,11,4,0
118,4,7,1,4,0
119,4,7,1,4,0
120,6,6,2,2,0
121,6,6,2,2,0
122,6,8,2,2,0
123,6,8,2,2,0
124,4,10,4,1,0
125,4,10,4,1,0
126,4,10,4,1,0
127,4,10,4,1,0
128,2,11,6,11,0
129,2,11,6,11,0
130,2,11,6,11,0
131,2,11,6,11,0
132,1,10,6,6,0
133,1,10,6,6,0
134,1,10,6,6,0
135,1,10,6,6,0
136,1,10,6,6,0
137,1,10,6,6,0
138,1,10,6,6,0
139,1,10,6,6,0
140,12,12,12,12,0
141,12,12,12,12,0
142,12,12,12,12,0
143,12,12,12,12,0
144,4,1,6,10,0
145,4,1,6,10,0
146,4,1,6,10,0
147,4,1,6,10,0
148,2,11,6,11,0
149,2,11,6,11,0
150,2,9,6,11,0
151,2,9,6,11,0
152,1,7,4,4,0
